id,email,password,full_name,role,phone,address,license_no,auth_provider,email_verified,is_active,is_staff,is_superuser,date_joined,created_at,updated_at
213c48ec-a0f2-44e8-88bc-a043d8165004,vann.dy@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Vann Dy,driver,012100020,"Norodom / Street 240, Phnom Penh",PP-7020,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
79014366-f2cc-42a9-a9da-fa30c51b383e,phok.vibol@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Phok Vibol,driver,012100021,"C3 / NR4, Phnom Penh",PP-7021,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
f783f95c-89e4-4950-b0fe-86e60049a354,mean.rith@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Mean Rith,driver,012100022,"Monivong / Street 214, Phnom Penh",PP-7022,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
7ed2c4ac-f9c1-4a8e-b52e-f38f4545334e,prum.sokunthea@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Prum Sokunthea,driver,012100023,"Turnpum Dike Road / C1, Phnom Penh",PP-7023,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
3ec54ffd-9daf-4b69-a809-426afd6a208b,noun.phearum@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Noun Phearum,driver,012100024,"Norodom / Street 240, Phnom Penh",PP-7024,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
1b7538c7-7981-4310-814c-e513a8dc90a5,heang.sokly@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Heang Sokly,driver,012100025,"Norodom / Street 240, Phnom Penh",PP-7025,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
1cb301a1-562a-4a9a-a46e-c33a58b5d213,koy.veha@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Koy Veha,driver,012100026,"NR20 / Eastern Connector, Phnom Penh",PP-7026,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
2b4df669-1139-4872-b7a6-104550120312,eav.monyrath@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Eav Monyrath,driver,012100027,"Russian / Monivong, Phnom Penh",PP-7027,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
46740461-c0c0-4a8a-bb81-8de6f1939e47,touch.panha@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Touch Panha,driver,012100028,"Turnpum Dike Road / C1, Phnom Penh",PP-7028,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
2f611083-e288-4051-9b6f-7ddc7cb279a2,khun.borey@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Khun Borey,driver,012100029,"C3 / NR6, Phnom Penh",PP-7029,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
329f0a4d-b634-4efb-9f7a-f75b95687171,thy.sovan@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Thy Sovan,driver,012100030,"C2 / NR1, Phnom Penh",PP-7030,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
4fccb4bb-c327-4017-927e-5957c1081f28,suon.darin@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Suon Darin,driver,012100031,"Sisowath Quay / Riverside Access, Phnom Penh",PP-7031,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
413c08c5-49f6-4e22-8c3b-34dc55336716,nou.chenda@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Nou Chenda,driver,012100032,"Street 608 / City Block, Phnom Penh",PP-7032,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
e5de8574-443b-4dc5-9279-9680806d6a0a,khem.pich@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Khem Pich,driver,012100033,"Monivong / Russian, Phnom Penh",PP-7033,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
a52af9d2-e50c-4e45-a98c-6fa94995cca6,kavinda.setha@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Kavinda Setha,driver,012100034,"NR2 / Kbal Thanol South, Phnom Penh",PP-7034,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
51fcfd22-dd27-4df0-986e-ff4dbb2a25e7,long.sreymom@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Long Sreymom,driver,012100035,"Monivong / Charles de Gaulle, Phnom Penh",PP-7035,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
87d87928-e103-4513-9b6c-95ce25e9d8a6,pen.ratha@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Pen Ratha,driver,012100036,"Turnpum Dike Road / C1, Phnom Penh",PP-7036,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
10a75e26-03d7-42de-b5f5-f0090f8f8aed,sor.sina@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Sor Sina,driver,012100037,"C2 / NR1, Phnom Penh",PP-7037,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
32230e64-63fa-4369-85cf-4870bbdb6f6a,mok.sotheary@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Mok Sotheary,driver,012100038,"Monivong / Kbal Thanol Flyover, Phnom Penh",PP-7038,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
5dcc44ff-513c-4a71-a614-7600fde2ce62,chab.kiri@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Chab Kiri,driver,012100039,"NR6 / North Radial, Phnom Penh",PP-7039,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
49029027-000a-4ca8-af66-46d6be07bf3d,ros.mony@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Ros Mony,driver,012100040,"Russian / Monivong, Phnom Penh",PP-7040,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
77b0b79a-5fb7-417b-a050-d0b4cb58f229,horn.dalin@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Horn Dalin,driver,012100041,"C3 / NR4, Phnom Penh",PP-7041,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
7bfdbaab-2ae4-4289-94e2-3021f088c7ed,kong.raksmey@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Kong Raksmey,driver,012100042,"Hanoi Road / C3, Phnom Penh",PP-7042,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
dd604e9e-cdd3-45a9-896e-2d2c1d2d16fc,ly.sopheaktra@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Ly Sopheaktra,driver,012100043,"Turnpum Dike Road / C1, Phnom Penh",PP-7043,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
55f5d407-dcf3-4212-b029-e606c9701dd6,chhay.chandara@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Chhay Chandara,driver,012100044,"Monireth / Charles de Gaulle, Phnom Penh",PP-7044,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
228d3b4d-99c1-4636-af56-fd1ff81a01dd,yin.vichea@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Yin Vichea,driver,012100045,"Monivong / Russian, Phnom Penh",PP-7045,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
90874d50-1c54-4a1f-bfe1-b22551b99608,taing.sophea@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Taing Sophea,driver,012100046,"Street 178 / Norodom, Phnom Penh",PP-7046,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
836de8dd-512b-4d48-85c2-f823d334131f,nhim.buntheoun@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Nhim Buntheoun,driver,012100047,"Russian / Monivong, Phnom Penh",PP-7047,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
8e67bba3-12b0-4bb2-9724-f15e8db92aba,sao.pisey@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Sao Pisey,driver,012100048,"NR6 / North Radial, Phnom Penh",PP-7048,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
4c5e5dbb-c981-49c3-a839-4c2cb0a8f9aa,em.sovannarith@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Em Sovannarith,driver,012100049,"Russian / Toul Kok, Phnom Penh",PP-7049,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
f59b8123-3743-467f-ab0f-9f8110024214,chhorn.vutha@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Chhorn Vutha,police,010200000,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
1518afdf-297a-49c5-8a7c-7815ce4edfdd,seng.ratanak@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Seng Ratanak,police,010200001,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
c844c4a8-6d0a-412e-8dc1-5b95a246458a,prak.sophea@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Prak Sophea,police,010200002,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
11ed348f-2a58-4cd2-a7b2-a5958c5e5d7a,yin.dara@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Yin Dara,police,010200003,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
d884e21c-1ae5-45e7-bb29-75f795fdd23b,mao.visal@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Mao Visal,police,010200004,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
4f2e09e6-974a-4a8d-a8a5-e9ed582f7696,hun.chenda@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Hun Chenda,police,010200005,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
2f478d31-727d-4bde-917e-8eddbc1630ea,kea.rith@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Kea Rith,police,010200006,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
5c59b020-880c-417f-9fc1-49469032dddd,lay.piseth@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Lay Piseth,police,010200007,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
0ae75c0f-0ee5-429c-9f79-23f74f2a9c64,nget.vibol@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Nget Vibol,police,010200008,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
d56f0fab-d698-4a46-94e2-d27b19375d23,san.sothea@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,San Sothea,police,010200009,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
2a625023-0ba1-43e1-bf86-62868cbc62bf,ty.sokha@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Ty Sokha,police,010200010,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
48ec89e4-b4d7-4a4f-b686-399ee120ae61,khim.vannak@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Khim Vannak,police,010200011,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
8a1c80e8-4133-48a0-92d4-e28698cc0312,rin.sreypov@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Rin Sreypov,police,010200012,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
b99fa557-0462-47e7-a3fa-99c79605099c,phan.veasna@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Phan Veasna,police,010200013,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
78b1912a-dd01-4084-901a-83135e1f41c5,ou.somnang@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Ou Somnang,police,010200014,Phnom Penh,,email,True,True,False,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
dd5e6a7d-7e1f-4cc3-9ca1-bb4693b722a2,sokunthea.chhay@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Sokunthea Chhay,admin,010200015,Phnom Penh,,email,True,True,True,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
adb79f60-41a3-4386-8ed2-fa31a15a3ee2,borey.lim@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Borey Lim,admin,010200016,Phnom Penh,,email,True,True,True,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
a2c4d5dd-172e-4b86-95c6-b09c83d95c34,dalin.nhem@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Dalin Nhem,admin,010200017,Phnom Penh,,email,True,True,True,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
43b06b92-5c9a-4bb1-89be-ea5ba68bced5,ravy.prum@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Ravy Prum,admin,010200018,Phnom Penh,,email,True,True,True,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
3493b333-9551-47f0-b742-789fbc10b394,malis.eng@camtraffic.gov.kh,pbkdf2_sha256$260000$demo$not-a-real-hash,Malis Eng,admin,010200019,Phnom Penh,,email,True,True,True,False,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
